x	xend	y	yend	key	PANEL
-3.48612687082846	-3.48612687082846	-2.28172557795702	-2.28172557795702	log.mad 1	2
-3.43672076176269	-3.43672076176269	-4.06346888163245	-4.06346888163245	log.mad 2	2
-3.42893418405949	-3.42893418405949	-1.48583733636681	-1.48583733636681	log.mad 3	2
-3.3814089065886	-3.3814089065886	-4.06130048591666	-4.06130048591666	log.mad 4	2
-3.30363919922279	-3.30363919922279	-2.93398064780366	-2.93398064780366	log.mad 5	2
-3.27016911925575	-3.27016911925575	-3.75967280670319	-3.75967280670319	log.mad 6	2
-3.24419363285249	-3.24419363285249	-1.85086922718078	-1.85086922718078	log.mad 7	2
-3.21594902838296	-3.21594902838296	-2.92774037093759	-2.92774037093759	log.mad 8	2
-3.18262499880932	-3.18262499880932	-3.07463444631315	-3.07463444631315	log.mad 9	2
-3.16990647385905	-3.16990647385905	-3.16814492671951	-3.16814492671951	log.mad 10	2
-3.1384623465767	-3.1384623465767	-3.52153142516968	-3.52153142516968	log.mad 11	2
-3.13174201787775	-3.13174201787775	-3.18046735203065	-3.18046735203065	log.mad 12	2
-3.12592228537865	-3.12592228537865	-2.32114106291556	-2.32114106291556	log.mad 13	2
-3.09841515412417	-3.09841515412417	-2.09264802983575	-2.09264802983575	log.mad 14	2
-3.09424602026439	-3.09424602026439	-1.44575073252536	-1.44575073252536	log.mad 15	2
-3.04171063413513	-3.04171063413513	-3.12576459751503	-3.12576459751503	log.mad 16	2
-3.03576937997873	-3.03576937997873	-0.153907209026107	-0.153907209026107	log.mad 17	2
-3.02974050038524	-3.02974050038524	-2.22373860592894	-2.22373860592894	log.mad 18	2
-3.00372238565702	-3.00372238565702	-2.93477844032031	-2.93477844032031	log.mad 19	2
-2.99573227355399	-2.99573227355399	-3.90916313527448	-3.90916313527448	log.mad 20	2
-2.99028301812736	-2.99028301812736	-3.25920476298529	-3.25920476298529	log.mad 21	2
-2.96485197732895	-2.96485197732895	-2.35402690731345	-2.35402690731345	log.mad 22	2
-2.94857268900495	-2.94857268900495	-2.38154777630768	-2.38154777630768	log.mad 23	2
-2.91941295701069	-2.91941295701069	-2.88777271397494	-2.88777271397494	log.mad 24	2
-2.9191035006474	-2.9191035006474	-3.18976259404221	-3.18976259404221	log.mad 25	2
-2.89516593803141	-2.89516593803141	-0.258470283066446	-0.258470283066446	log.mad 26	2
-2.89145887800713	-2.89145887800713	-2.38680971083035	-2.38680971083035	log.mad 27	2
-2.88919475700707	-2.88919475700707	-2.06720066085223	-2.06720066085223	log.mad 28	2
-2.88240358824699	-2.88240358824699	-2.11193412204015	-2.11193412204015	log.mad 29	2
-2.87105622959356	-2.87105622959356	-1.87283116354752	-1.87283116354752	log.mad 30	2
-2.85516053365825	-2.85516053365825	-2.37561922455394	-2.37561922455394	log.mad 31	2
-2.85340564020663	-2.85340564020663	-3.02667018595389	-3.02667018595389	log.mad 32	2
-2.83021783507642	-2.83021783507642	-3.4917937363771	-3.4917937363771	log.mad 33	2
-2.82992541899604	-2.82992541899604	-1.01731324956923	-1.01731324956923	log.mad 34	2
-2.8152202227982	-2.8152202227982	-1.32429063419703	-1.32429063419703	log.mad 35	2
-2.80476667022262	-2.80476667022262	-1.48726828024278	-1.48726828024278	log.mad 36	2
-2.79132599121493	-2.79132599121493	-0.237091312088611	-0.237091312088611	log.mad 37	2
-2.7646205525906	-2.7646205525906	-1.99137139951715	-1.99137139951715	log.mad 38	2
-2.74807195665266	-2.74807195665266	-1.09606821779313	-1.09606821779313	log.mad 39	2
-2.72561799032432	-2.72561799032432	-2.41608050969156	-2.41608050969156	log.mad 40	2
-2.69469058235292	-2.69469058235292	-2.84407900387753	-2.84407900387753	log.mad 41	2
-2.69017095300739	-2.69017095300739	0.0274068521112345	-0.0531604106019917	log.mad 42	2
-2.68824757380603	-2.68824757380603	-2.1845818324618	-2.1845818324618	log.mad 43	2
-2.67596229442016	-2.67596229442016	-1.98934840584216	-1.98934840584216	log.mad 44	2
-2.65456939094638	-2.65456939094638	0.195727051766728	-0.0531604106019917	log.mad 45	2
-2.65094629323818	-2.65094629323818	-2.57224291260575	-2.57224291260575	log.mad 46	2
-2.64501945515756	-2.64501945515756	-2.45778908378764	-2.45778908378764	log.mad 47	2
-2.64333690216708	-2.64333690216708	-2.72567321788475	-2.72567321788475	log.mad 48	2
-2.64263311318229	-2.64263311318229	-0.0736935975548828	-0.0736935975548828	log.mad 49	2
-2.63663804253975	-2.63663804253975	-3.27845894125333	-3.27845894125333	log.mad 50	2
-2.63524409428848	-2.63524409428848	-1.71257815853202	-1.71257815853202	log.mad 51	2
-2.61822135229899	-2.61822135229899	-2.1906642299195	-2.1906642299195	log.mad 52	2
-2.58834126051555	-2.58834126051555	-2.4273277177102	-2.4273277177102	log.mad 53	2
-2.53830742651512	-2.53830742651512	-2.73452389834398	-2.73452389834398	log.mad 54	2
-2.53592941228068	-2.53592941228068	-1.79333142457349	-1.79333142457349	log.mad 55	2
-2.51549074581446	-2.51549074581446	-0.790054087682705	-0.790054087682705	log.mad 56	2
-2.51530536894108	-2.51530536894108	-2.57109391823545	-2.57109391823545	log.mad 57	2
-2.50371904024115	-2.50371904024115	-2.69563397675129	-2.69563397675129	log.mad 58	2
-2.49643619796815	-2.49643619796815	-0.419128615079381	-0.419128615079381	log.mad 59	2
-2.46380094717908	-2.46380094717908	-0.518133184735317	-0.518133184735317	log.mad 60	2
-2.44877053374683	-2.44877053374683	-0.752921702048386	-0.752921702048386	log.mad 61	2
-2.39039855217542	-2.39039855217542	-1.28195889691527	-1.28195889691527	log.mad 62	2
-2.38642896902134	-2.38642896902134	-2.16551435429865	-2.16551435429865	log.mad 63	2
-2.35597973164172	-2.35597973164172	-1.64861899963724	-1.64861899963724	log.mad 64	2
-2.35065520565482	-2.35065520565482	-0.0326272236491007	-0.0531604106019917	log.mad 65	2
-2.32612770855071	-2.32612770855071	-1.62731466033418	-1.62731466033418	log.mad 66	2
-2.30376743263905	-2.30376743263905	-1.49133992414469	-1.49133992414469	log.mad 67	2
-2.28087024466861	-2.28087024466861	-1.63006966477377	-1.63006966477377	log.mad 68	2
-2.26795397555811	-2.26795397555811	-1.71421566758909	-1.71421566758909	log.mad 69	2
-2.26759732211638	-2.26759732211638	-2.17829740423306	-2.17829740423306	log.mad 70	2
-2.25949974992861	-2.25949974992861	-1.87477809718304	-1.87477809718304	log.mad 71	2
-2.2485506073225	-2.2485506073225	-2.08451636962064	-2.08451636962064	log.mad 72	2
-2.19042492267674	-2.19042492267674	-1.18046235100281	-1.18046235100281	log.mad 73	2
-2.17290646520565	-2.17290646520565	-2.43480567004153	-2.43480567004153	log.mad 74	2
-2.13108815504284	-2.13108815504284	-0.923868179414906	-0.923868179414906	log.mad 75	2
-2.09390905775741	-2.09390905775741	-0.989283198590717	-0.989283198590717	log.mad 76	2
-2.09260469117043	-2.09260469117043	0.0962025181600354	-0.0531604106019917	log.mad 77	2
-1.9783687469636	-1.9783687469636	1.03693235764513	-0.0531604106019916	log.mad 78	2
-1.82015894374975	-1.82015894374975	1.09782329634117	-0.0531604106019916	log.mad 79	2
-1.75186590556638	-1.75186590556638	0.136085037613828	-0.0531604106019917	log.mad 80	2
-1.64506509007725	-1.64506509007725	1.06404841737084	1.06404841737084	log.mad 81	2
-1.63193504013739	-1.63193504013739	-1.38741236056762	-1.38741236056762	log.mad 82	2
-1.57291313775173	-1.57291313775173	1.64893622494239	1.64893622494239	log.mad 83	2
-1.55220727897983	-1.55220727897983	-0.261503151052825	-0.261503151052825	log.mad 84	2
-1.37963152632603	-1.37963152632603	-0.918049018762426	-0.918049018762426	log.mad 85	2
-3.18274009551873	-3.18274009551873	1.6244380887739	1.6244380887739	log.mad 86	2
-3.12264422971534	-3.12264422971534	3.70921248796031	3.70921248796031	log.mad 87	2
-2.90634238916253	-2.90634238916253	0.924580484958247	0.946839589398008	log.mad 88	2
-2.89549119681585	-2.89549119681585	4.2463646508084	4.2463646508084	log.mad 89	2
-2.88824447946903	-2.88824447946903	0.169909310703643	0.946839589398008	log.mad 90	2
-2.81767670996589	-2.81767670996589	2.34722156358775	2.34722156358775	log.mad 91	2
-2.72948478676497	-2.72948478676497	2.45373607135552	2.45373607135552	log.mad 92	2
-2.64581152538613	-2.64581152538613	0.625635522764932	0.946839589398008	log.mad 93	2
-2.53993671132225	-2.53993671132225	0.51366746595381	0.946839589398008	log.mad 94	2
-2.49043169843399	-2.49043169843399	0.598681876156626	0.946839589398008	log.mad 95	2
-2.48939094859507	-2.48939094859507	0.745614947857667	0.946839589398008	log.mad 96	2
-2.48404366680566	-2.48404366680566	1.33610714247327	1.33610714247327	log.mad 97	2
-2.3538783873816	-2.3538783873816	1.62552396270065	1.62552396270065	log.mad 98	2
-2.21950669053194	-2.21950669053194	0.141613804780466	0.946839589398008	log.mad 99	2
-2.16334658743347	-2.16334658743347	1.79712351557468	1.79712351557468	log.mad 100	2
