xmin	xmax	clickSelects	PANEL	group
10.6183479180671	10.6192705234224	10.6188092207447	5	-1
10.6192705234224	10.6221704768819	10.6207205001521	5	-1
10.6221704768819	10.6279911362604	10.6250808065712	5	-1
10.6279911362604	12.6882000021316	11.658095569196	5	-1
12.6882000021316	12.6922404116686	12.6902202069001	5	-1
12.6922404116686	12.6962972123643	12.6942688120164	5	-1
12.6962972123643	12.8531320103534	12.7747146113588	5	-1
12.8531320103534	12.8546669300714	12.8538994702124	5	-1
12.8546669300714	12.8577438555759	12.8562053928237	5	-1
12.8577438555759	12.9330953282244	12.8954195919002	5	-1
12.9330953282244	13.0175587371817	12.975327032703	5	-1
13.0175587371817	13.0231925548999	13.0203756460408	5	-1
13.0231925548999	13.0340183188111	13.0286054368555	5	-1
13.0340183188111	13.0518478106603	13.0429330647357	5	-1
13.0518478106603	13.081348475057	13.0665981428586	5	-1
13.081348475057	13.0994811674669	13.090414821262	5	-1
13.0994811674669	13.103425945758	13.1014535566124	5	-1
13.103425945758	13.105592086667	13.1045090162125	5	-1
13.105592086667	13.1133565139606	13.1094743003138	5	-1
13.1133565139606	13.1241684722399	13.1187624931002	5	-1
13.1241684722399	13.1263216299505	13.1252450510952	5	-1
13.1263216299505	13.1329554966457	13.1296385632981	5	-1
13.1329554966457	13.1355163175074	13.1342359070766	5	-1
13.1355163175074	13.1367472544468	13.1361317859771	5	-1
13.1367472544468	13.1430964821254	13.1399218682861	5	-1
13.1430964821254	13.1432383636013	13.1431674228634	5	-1
13.1432383636013	13.1687552933503	13.1559968284758	5	-1
13.1687552933503	13.1754617666275	13.1721085299889	5	-1
13.1754617666275	13.2183406681428	13.1969012173851	5	-1
13.2183406681428	13.2229397273032	13.220640197723	5	-1
13.2229397273032	13.2296436630254	13.2262916951643	5	-1
13.2296436630254	13.247743704669	13.2386936838472	5	-1
13.247743704669	13.258202014802	13.2529728597355	5	-1
13.258202014802	13.2624664135885	13.2603342141953	5	-1
13.2624664135885	13.2822978989389	13.2723821562637	5	-1
13.2822978989389	13.2847162798032	13.283507089371	5	-1
13.2847162798032	13.289570658268	13.2871434690356	5	-1
13.289570658268	13.2941338908663	13.2918522745671	5	-1
13.2941338908663	13.2972540182025	13.2956939545344	5	-1
13.2972540182025	13.3040966412201	13.3006753297113	5	-1
13.3040966412201	13.3162474590026	13.3101720501114	5	-1
13.3162474590026	13.4328087474087	13.3745281032056	5	-1
13.4328087474087	13.4982879069688	13.4655483271887	5	-1
13.4982879069688	13.5558975054401	13.5270927062044	5	-1
13.5558975054401	13.5597961458557	13.5578468256479	5	-1
13.5597961458557	13.5602510359766	13.5600235909162	5	-1
13.5602510359766	13.5757397425478	13.5679953892622	5	-1
13.5757397425478	13.5957902373429	13.5857649899454	5	-1
13.5957902373429	13.6301338146136	13.6129620259783	5	-1
13.6301338146136	13.6363643643642	13.6332490894889	5	-1
13.6363643643642	13.6516864743672	13.6440254193657	5	-1
13.6516864743672	13.6745855771844	13.6631360257758	5	-1
13.6745855771844	13.6764665033657	13.6755260402751	5	-1
13.6764665033657	13.6765605566722	13.676513530019	5	-1
13.6765605566722	13.6811002582056	13.6788304074389	5	-1
13.6811002582056	13.6830025037952	13.6820513810004	5	-1
13.6830025037952	13.6846737640266	13.6838381339109	5	-1
13.6846737640266	13.6909071875205	13.6877904757736	5	-1
13.6909071875205	13.6989328544267	13.6949200209736	5	-1
13.6989328544267	13.7034680095921	13.7012004320094	5	-1
13.7034680095921	13.7126004931554	13.7080342513737	5	-1
13.7126004931554	13.7166913046762	13.7146458989158	5	-1
13.7166913046762	13.7388907025429	13.7277910036096	5	-1
13.7388907025429	13.739333781426	13.7391122419845	5	-1
13.739333781426	13.7437293308984	13.7415315561622	5	-1
13.7437293308984	13.7627782892199	13.7532538100591	5	-1
13.7627782892199	13.7877619749093	13.7752701320646	5	-1
13.7877619749093	13.808267852036	13.7980149134727	5	-1
13.808267852036	13.8767397308661	13.8425037914511	5	-1
13.8767397308661	13.8784908282991	13.8776152795826	5	-1
13.8784908282991	13.9140507388347	13.8962707835669	5	-1
13.9140507388347	13.9241645606121	13.9191076497234	5	-1
13.9241645606121	13.9242130776372	13.9241888191246	5	-1
13.9242130776372	13.9344191373629	13.9293161075	5	-1
13.9344191373629	13.990702818906	13.9625609781345	5	-1
13.990702818906	14.0224515172206	14.0065771680633	5	-1
14.0224515172206	14.0289240317262	14.0256877744734	5	-1
14.0289240317262	14.0485967973249	14.0387604145256	5	-1
14.0485967973249	14.1030320038799	14.0758144006024	5	-1
14.1030320038799	14.2200819499547	14.1615569769173	5	-1
14.2200819499547	14.3950054115176	14.3075436807361	5	-1
14.3950054115176	14.4625414773484	14.428773444433	5	-1
-3.48612687082846	-3.43672076176269	-3.46142381629557	6	-1
-3.43672076176269	-3.42893418405949	-3.43282747291109	6	-1
-3.42893418405949	-3.3814089065886	-3.40517154532405	6	-1
-3.3814089065886	-3.30363919922279	-3.3425240529057	6	-1
-3.30363919922279	-3.27016911925575	-3.28690415923927	6	-1
-3.27016911925575	-3.24419363285249	-3.25718137605412	6	-1
-3.24419363285249	-3.21594902838296	-3.23007133061773	6	-1
-3.21594902838296	-3.18274009551873	-3.19934456195085	6	-1
-3.18274009551873	-3.18262499880932	-3.18268254716402	6	-1
-3.18262499880932	-3.16990647385905	-3.17626573633418	6	-1
-3.16990647385905	-3.1384623465767	-3.15418441021787	6	-1
-3.1384623465767	-3.13174201787775	-3.13510218222723	6	-1
-3.13174201787775	-3.12592228537865	-3.1288321516282	6	-1
-3.12592228537865	-3.12264422971534	-3.12428325754699	6	-1
-3.12264422971534	-3.09841515412417	-3.11052969191975	6	-1
-3.09841515412417	-3.09424602026439	-3.09633058719428	6	-1
-3.09424602026439	-3.04171063413513	-3.06797832719976	6	-1
-3.04171063413513	-3.03576937997873	-3.03874000705693	6	-1
-3.03576937997873	-3.02974050038524	-3.03275494018199	6	-1
-3.02974050038524	-3.00372238565702	-3.01673144302113	6	-1
-3.00372238565702	-2.99573227355399	-2.9997273296055	6	-1
-2.99573227355399	-2.99028301812736	-2.99300764584068	6	-1
-2.99028301812736	-2.96485197732895	-2.97756749772815	6	-1
-2.96485197732895	-2.94857268900495	-2.95671233316695	6	-1
-2.94857268900495	-2.91941295701069	-2.93399282300782	6	-1
-2.91941295701069	-2.9191035006474	-2.91925822882904	6	-1
-2.9191035006474	-2.90634238916253	-2.91272294490496	6	-1
-2.90634238916253	-2.89549119681585	-2.90091679298919	6	-1
-2.89549119681585	-2.89516593803141	-2.89532856742363	6	-1
-2.89516593803141	-2.89145887800713	-2.89331240801927	6	-1
-2.89145887800713	-2.88919475700707	-2.8903268175071	6	-1
-2.88919475700707	-2.88824447946903	-2.88871961823805	6	-1
-2.88824447946903	-2.88240358824699	-2.88532403385801	6	-1
-2.88240358824699	-2.87105622959356	-2.87672990892027	6	-1
-2.87105622959356	-2.85516053365825	-2.8631083816259	6	-1
-2.85516053365825	-2.85340564020663	-2.85428308693244	6	-1
-2.85340564020663	-2.83021783507642	-2.84181173764153	6	-1
-2.83021783507642	-2.82992541899604	-2.83007162703623	6	-1
-2.82992541899604	-2.81767670996589	-2.82380106448097	6	-1
-2.81767670996589	-2.8152202227982	-2.81644846638205	6	-1
-2.8152202227982	-2.80476667022262	-2.80999344651041	6	-1
-2.80476667022262	-2.79132599121493	-2.79804633071877	6	-1
-2.79132599121493	-2.7646205525906	-2.77797327190277	6	-1
-2.7646205525906	-2.74807195665266	-2.75634625462163	6	-1
-2.74807195665266	-2.72948478676497	-2.73877837170882	6	-1
-2.72948478676497	-2.72561799032432	-2.72755138854465	6	-1
-2.72561799032432	-2.69469058235292	-2.71015428633862	6	-1
-2.69469058235292	-2.69017095300739	-2.69243076768016	6	-1
-2.69017095300739	-2.68824757380603	-2.68920926340671	6	-1
-2.68824757380603	-2.67596229442016	-2.68210493411309	6	-1
-2.67596229442016	-2.65456939094638	-2.66526584268327	6	-1
-2.65456939094638	-2.65094629323818	-2.65275784209228	6	-1
-2.65094629323818	-2.64581152538613	-2.64837890931216	6	-1
-2.64581152538613	-2.64501945515756	-2.64541549027185	6	-1
-2.64501945515756	-2.64333690216708	-2.64417817866232	6	-1
-2.64333690216708	-2.64263311318229	-2.64298500767469	6	-1
-2.64263311318229	-2.63663804253975	-2.63963557786102	6	-1
-2.63663804253975	-2.63524409428848	-2.63594106841411	6	-1
-2.63524409428848	-2.61822135229899	-2.62673272329374	6	-1
-2.61822135229899	-2.58834126051555	-2.60328130640727	6	-1
-2.58834126051555	-2.53993671132225	-2.5641389859189	6	-1
-2.53993671132225	-2.53830742651512	-2.53912206891868	6	-1
-2.53830742651512	-2.53592941228068	-2.5371184193979	6	-1
-2.53592941228068	-2.51549074581446	-2.52571007904757	6	-1
