x	xend	y	yend	key	PANEL
10.6183479180671	10.6183479180671	1.09782329634117	0.83122816017289	log.bases.per.probe 1	1
10.6192705234224	10.6192705234224	1.06404841737084	0.83122816017289	log.bases.per.probe 2	1
10.6192705234224	10.6192705234224	0.136085037613828	0.136085037613828	log.bases.per.probe 3	1
10.6221704768819	10.6221704768819	-0.261503151052825	-0.261503151052825	log.bases.per.probe 4	1
10.6279911362604	10.6279911362604	1.64893622494239	0.83122816017289	log.bases.per.probe 5	1
12.6882000021316	12.6882000021316	-1.64861899963724	-1.64861899963724	log.bases.per.probe 6	1
12.6922404116686	12.6922404116686	-1.79333142457349	-1.79333142457349	log.bases.per.probe 7	1
12.6962972123643	12.6962972123643	-1.71421566758909	-1.71421566758909	log.bases.per.probe 8	1
12.6962972123643	12.6962972123643	-1.71257815853202	-1.71257815853202	log.bases.per.probe 9	1
12.8531320103534	12.8531320103534	-2.28172557795702	-2.28172557795702	log.bases.per.probe 10	1
12.8531320103534	12.8531320103534	-0.237091312088611	-0.237091312088611	log.bases.per.probe 11	1
12.8546669300714	12.8546669300714	-0.153907209026107	-0.153907209026107	log.bases.per.probe 12	1
12.8577438555759	12.8577438555759	-0.258470283066446	-0.258470283066446	log.bases.per.probe 13	1
12.9330953282244	12.9330953282244	-2.1845818324618	-2.1845818324618	log.bases.per.probe 14	1
13.0175587371817	13.0175587371817	0.0962025181600354	0.0962025181600354	log.bases.per.probe 15	1
13.0175587371817	13.0175587371817	-1.28195889691527	-1.28195889691527	log.bases.per.probe 16	1
13.0231925548999	13.0231925548999	1.03693235764513	0.83122816017289	log.bases.per.probe 17	1
13.0340183188111	13.0340183188111	-1.85086922718078	-1.85086922718078	log.bases.per.probe 18	1
13.0518478106603	13.0518478106603	-2.32114106291556	-2.32114106291556	log.bases.per.probe 19	1
13.081348475057	13.081348475057	-0.923868179414906	-0.923868179414906	log.bases.per.probe 20	1
13.0994811674669	13.0994811674669	-1.44575073252536	-1.44575073252536	log.bases.per.probe 21	1
13.105592086667	13.105592086667	-1.87477809718304	-1.87477809718304	log.bases.per.probe 22	1
13.1133565139606	13.1133565139606	-1.48583733636681	-1.48583733636681	log.bases.per.probe 23	1
13.1241684722399	13.1241684722399	-3.12576459751503	-3.12576459751503	log.bases.per.probe 24	1
13.1263216299505	13.1263216299505	-0.0736935975548828	-0.0736935975548828	log.bases.per.probe 25	1
13.1329554966457	13.1329554966457	-3.18046735203065	-3.18046735203065	log.bases.per.probe 26	1
13.1355163175074	13.1355163175074	-2.06720066085223	-2.06720066085223	log.bases.per.probe 27	1
13.1355163175074	13.1355163175074	-3.07463444631315	-3.07463444631315	log.bases.per.probe 28	1
13.1367472544468	13.1367472544468	-2.17829740423306	-2.17829740423306	log.bases.per.probe 29	1
13.1432383636013	13.1432383636013	-4.06130048591666	-4.06130048591666	log.bases.per.probe 30	1
13.1687552933503	13.1687552933503	0.195727051766728	0.195727051766728	log.bases.per.probe 31	1
13.2183406681428	13.2183406681428	-2.38680971083035	-2.38680971083035	log.bases.per.probe 32	1
13.2296436630254	13.2296436630254	-0.419128615079381	-0.419128615079381	log.bases.per.probe 33	1
13.247743704669	13.247743704669	-1.01731324956923	-1.01731324956923	log.bases.per.probe 34	1
13.258202014802	13.258202014802	-0.790054087682705	-0.790054087682705	log.bases.per.probe 35	1
13.258202014802	13.258202014802	-2.41608050969156	-2.41608050969156	log.bases.per.probe 36	1
13.2624664135885	13.2624664135885	-2.93477844032031	-2.93477844032031	log.bases.per.probe 37	1
13.2624664135885	13.2624664135885	-4.06346888163245	-4.06346888163245	log.bases.per.probe 38	1
13.2822978989389	13.2822978989389	-2.92774037093759	-2.92774037093759	log.bases.per.probe 39	1
13.2822978989389	13.2822978989389	-1.87283116354752	-1.87283116354752	log.bases.per.probe 40	1
13.2847162798032	13.2847162798032	-3.52153142516968	-3.52153142516968	log.bases.per.probe 41	1
13.2847162798032	13.2847162798032	-1.98934840584216	-1.98934840584216	log.bases.per.probe 42	1
13.2847162798032	13.2847162798032	-2.37561922455394	-2.37561922455394	log.bases.per.probe 43	1
