fill	x	y	key	showSelected1	PANEL
#0000FF	10.6183479180671	1.09782329634117	565.2	min	1
#0000FF	10.6192705234224	1.06404841737084	524.4	min	1
#0000FF	10.6192705234224	0.136085037613828	560.4	min	1
#0000FF	10.6221704768819	-0.261503151052825	541.3	min	1
#0000FF	10.6279911362604	1.64893622494239	540.11	min	1
#0000FF	12.6882000021316	-1.64861899963724	529.17	min	1
#0000FF	12.6922404116686	-1.79333142457349	488.17	min	1
#0000FF	12.6962972123643	-1.71421566758909	451.17	min	1
#0000FF	12.6962972123643	-1.71257815853202	566.17	min	1
#0000FF	12.8531320103534	-2.28172557795702	513.1	min	1
#0000FF	12.8531320103534	-0.237091312088611	551.1	min	1
#0000FF	12.8546669300714	-0.153907209026107	475.1	min	1
#0000FF	12.8577438555759	-0.258470283066446	439.1	min	1
#0000FF	12.9330953282244	-2.1845818324618	120.17	min	1
#0000FF	13.0175587371817	0.0962025181600354	307.17	min	1
#0000FF	13.0175587371817	-1.28195889691527	342.17	min	1
#0000FF	13.0231925548999	1.03693235764513	11.17	min	1
#0000FF	13.0340183188111	-1.85086922718078	74.1	min	1
#0000FF	13.0518478106603	-2.32114106291556	193.17	min	1
#0000FF	13.081348475057	-0.923868179414906	47.17	min	1
#0000FF	13.0994811674669	-1.44575073252536	37.1	min	1
#0000FF	13.105592086667	-1.87477809718304	415.17	min	1
#0000FF	13.1133565139606	-1.48583733636681	364.1	min	1
#0000FF	13.1241684722399	-3.12576459751503	264.17	min	1
#0000FF	13.1263216299505	-0.0736935975548828	402.1	min	1
#0000FF	13.1329554966457	-3.18046735203065	70.3	min	1
#0000FF	13.1355163175074	-2.06720066085223	430.3	min	1
#0000FF	13.1355163175074	-3.07463444631315	578.3	min	1
#0000FF	13.1367472544468	-2.17829740423306	379.17	min	1
#0000FF	13.1432383636013	-4.06130048591666	465.3	min	1
#0000FF	13.1687552933503	0.195727051766728	1.1	min	1
#0000FF	13.2183406681428	-2.38680971083035	141.3	min	1
#0000FF	13.2296436630254	-0.419128615079381	218.1	min	1
#0000FF	13.247743704669	-1.01731324956923	110.1	min	1
#0000FF	13.258202014802	-0.790054087682705	138.11	min	1
#0000FF	13.258202014802	-2.41608050969156	577.11	min	1
#0000FF	13.2624664135885	-2.93477844032031	428.11	min	1
#0000FF	13.2624664135885	-4.06346888163245	464.11	min	1
#0000FF	13.2822978989389	-2.92774037093759	21.2	min	1
#0000FF	13.2822978989389	-1.87283116354752	528.2	min	1
#0000FF	13.2847162798032	-3.52153142516968	56.2	min	1
#0000FF	13.2847162798032	-1.98934840584216	129.2	min	1
#0000FF	13.2847162798032	-2.37561922455394	416.2	min	1
#0000FF	13.289570658268	-2.4273277177102	451.2	min	1
#0000FF	13.2941338908663	-2.09264802983575	446.4	min	1
#0000FF	13.2972540182025	-1.09606821779313	483.4	min	1
#0000FF	13.2972540182025	-3.16814492671951	597.4	min	1
#0000FF	13.4328087474087	0.0274068521112345	291.1	min	1
#0000FF	13.4982879069688	-2.73452389834398	93.2	min	1
#0000FF	13.4982879069688	-3.4917937363771	163.2	min	1
#0000FF	13.5558975054401	-2.11193412204015	106.3	min	1
#0000FF	13.5597961458557	-1.99137139951715	176.3	min	1
#0000FF	13.5602510359766	-2.35402690731345	67.11	min	1
#0000FF	13.5757397425478	-3.18976259404221	244.11	min	1
#0000FF	13.5957902373429	-3.75967280670319	12.4	min	1
#0000FF	13.5957902373429	-3.90916313527448	119.4	min	1
#0000FF	13.6363643643642	-3.27845894125333	353.11	min	1
#0000FF	13.6516864743672	-2.88777271397494	234.2	min	1
#0000FF	13.6745855771844	-2.69563397675129	210.11	min	1
#0000FF	13.6764665033657	-2.45778908378764	200.2	min	1
#0000FF	13.6765605566722	-2.22373860592894	34.3	min	1
#0000FF	13.6811002582056	-1.49133992414469	391.11	min	1
#0000FF	13.6830025037952	-1.63006966477377	246.3	min	1
#0000FF	13.6846737640266	-1.48726828024278	103.11	min	1
#0000FF	13.6909071875205	-2.43480567004153	343.2	min	1
#0000FF	13.6989328544267	-1.32429063419703	212.3	min	1
#0000FF	13.7034680095921	-2.16551435429865	320.3	min	1
#0000FF	13.7126004931554	-0.989283198590717	504.3	min	1
#0000FF	13.7166913046762	-0.752921702048386	602.2	min	1
#0000FF	13.7388907025429	-3.02667018595389	393.3	min	1
#0000FF	13.739333781426	-2.72567321788475	380.2	min	1
#0000FF	13.7437293308984	-2.38154777630768	30.11	min	1
#0000FF	13.7627782892199	-2.08451636962064	281.11	min	1
#0000FF	13.7877619749093	-3.25920476298529	300.4	min	1
#0000FF	13.8767397308661	-1.62731466033418	283.3	min	1
#0000FF	13.8784908282991	-1.18046235100281	337.4	min	1
#0000FF	13.9140507388347	-0.518133184735317	308.2	min	1
#0000FF	13.9241645606121	-1.38741236056762	355.3	min	1
#0000FF	13.9242130776372	-0.0326272236491007	47.4	min	1
#0000FF	13.990702818906	-2.93398064780366	226.4	min	1
#0000FF	14.0224515172206	-2.84407900387753	262.4	min	1
#0000FF	14.0485967973249	-2.57224291260575	83.4	min	1
#0000FF	14.1030320038799	-2.57109391823545	411.4	min	1
#0000FF	14.2200819499547	-0.918049018762426	270.2	min	1
#0000FF	14.3950054115176	-2.1906642299195	191.4	min	1
#FFFFFF	12.6922404116686	0.745614947857667	603.17	max	1
#FFFFFF	12.8531320103534	0.51366746595381	587.1	max	1
#FFFFFF	12.9330953282244	1.62552396270065	155.17	max	1
#FFFFFF	13.103425945758	3.70921248796031	183.1	max	1
#FFFFFF	13.1430964821254	0.141613804780466	84.17	max	1
#FFFFFF	13.1754617666275	0.625635522764932	228.17	max	1
#FFFFFF	13.2229397273032	2.45373607135552	254.1	max	1
#FFFFFF	13.2847162798032	4.2463646508084	488.2	max	1
#FFFFFF	13.3040966412201	2.34722156358775	329.1	max	1
#FFFFFF	13.3162474590026	1.6244380887739	145.1	max	1
#FFFFFF	13.6301338146136	0.169909310703643	318.11	max	1
#FFFFFF	13.808267852036	0.924580484958247	173.11	max	1
#FFFFFF	13.9344191373629	1.79712351557468	503.11	max	1
#FFFFFF	14.0289240317262	0.598681876156626	153.4	max	1
#FFFFFF	14.4625414773484	1.33610714247327	375.4	max	1
#0000FF	-3.48612687082846	-2.28172557795702	513.1	min	2
#0000FF	-3.43672076176269	-4.06346888163245	464.11	min	2
#0000FF	-3.42893418405949	-1.48583733636681	364.1	min	2
#0000FF	-3.3814089065886	-4.06130048591666	465.3	min	2
#0000FF	-3.30363919922279	-2.93398064780366	226.4	min	2
#0000FF	-3.27016911925575	-3.75967280670319	12.4	min	2
#0000FF	-3.24419363285249	-1.85086922718078	74.1	min	2
#0000FF	-3.21594902838296	-2.92774037093759	21.2	min	2
#0000FF	-3.18262499880932	-3.07463444631315	578.3	min	2
#0000FF	-3.16990647385905	-3.16814492671951	597.4	min	2
#0000FF	-3.1384623465767	-3.52153142516968	56.2	min	2
#0000FF	-3.13174201787775	-3.18046735203065	70.3	min	2
#0000FF	-3.12592228537865	-2.32114106291556	193.17	min	2
#0000FF	-3.09841515412417	-2.09264802983575	446.4	min	2
#0000FF	-3.09424602026439	-1.44575073252536	37.1	min	2
#0000FF	-3.04171063413513	-3.12576459751503	264.17	min	2
#0000FF	-3.03576937997873	-0.153907209026107	475.1	min	2
#0000FF	-3.02974050038524	-2.22373860592894	34.3	min	2
#0000FF	-3.00372238565702	-2.93477844032031	428.11	min	2
#0000FF	-2.99573227355399	-3.90916313527448	119.4	min	2
#0000FF	-2.99028301812736	-3.25920476298529	300.4	min	2
#0000FF	-2.96485197732895	-2.35402690731345	67.11	min	2
#0000FF	-2.94857268900495	-2.38154777630768	30.11	min	2
#0000FF	-2.91941295701069	-2.88777271397494	234.2	min	2
#0000FF	-2.9191035006474	-3.18976259404221	244.11	min	2
#0000FF	-2.89516593803141	-0.258470283066446	439.1	min	2
#0000FF	-2.89145887800713	-2.38680971083035	141.3	min	2
#0000FF	-2.88919475700707	-2.06720066085223	430.3	min	2
#0000FF	-2.88240358824699	-2.11193412204015	106.3	min	2
#0000FF	-2.87105622959356	-1.87283116354752	528.2	min	2
#0000FF	-2.85516053365825	-2.37561922455394	416.2	min	2
