x	xend	y	yend	key	PANEL
4.65396035015752	4.65396035015752	-2.1906642299195	-2.1906642299195	log.n 1	3
4.94875989037817	4.94875989037817	-2.08451636962064	-2.08451636962064	log.n 2	3
4.96284463025991	4.96284463025991	-2.57109391823545	-2.57109391823545	log.n 3	3
4.969813299576	4.969813299576	-2.38154777630768	-2.38154777630768	log.n 4	3
5.01063529409626	5.01063529409626	-1.48726828024278	-1.48726828024278	log.n 5	3
5.01727983681492	5.01727983681492	-2.57224291260575	-2.57224291260575	log.n 6	3
5.03043792139244	5.03043792139244	-1.49133992414469	-1.49133992414469	log.n 7	3
5.03695260241363	5.03695260241363	-2.69563397675129	-2.69563397675129	log.n 8	3
5.04342511691925	5.04342511691925	-2.84407900387753	-2.84407900387753	log.n 9	3
5.06259503302697	5.06259503302697	-2.17829740423306	-2.17829740423306	log.n 10	3
5.07517381523383	5.07517381523383	-2.93398064780366	-2.93398064780366	log.n 11	3
5.07517381523383	5.07517381523383	-3.27845894125333	-3.27845894125333	log.n 12	3
5.07517381523383	5.07517381523383	-3.12576459751503	-3.12576459751503	log.n 13	3
5.08759633523238	5.08759633523238	-0.918049018762426	-0.918049018762426	log.n 14	3
5.09375020080676	5.09375020080676	-1.87477809718304	-1.87477809718304	log.n 15	3
5.11799381241676	5.11799381241676	-0.923868179414906	-0.923868179414906	log.n 16	3
5.13579843705026	5.13579843705026	-3.18976259404221	-3.18976259404221	log.n 17	3
5.14166355650266	5.14166355650266	-0.0326272236491007	-0.387841300539221	log.n 18	3
5.14749447681345	5.14749447681345	-2.32114106291556	-2.32114106291556	log.n 19	3
5.15329159449778	5.15329159449778	-2.35402690731345	-2.35402690731345	log.n 20	3
5.17048399503815	5.17048399503815	-1.38741236056762	-1.38741236056762	log.n 21	3
5.17614973257383	5.17614973257383	1.03693235764513	-0.387841300539221	log.n 22	3
5.18178355029209	5.18178355029209	0.0962025181600354	-0.387841300539221	log.n 23	3
5.18178355029209	5.18178355029209	-1.28195889691527	-1.28195889691527	log.n 24	3
5.18738580584076	5.18738580584076	-1.18046235100281	-1.18046235100281	log.n 25	3
5.22035582507832	5.22035582507832	-1.62731466033418	-1.62731466033418	log.n 26	3
5.23644196282995	5.23644196282995	-2.1845818324618	-2.1845818324618	log.n 27	3
5.27811465923052	5.27811465923052	-3.25920476298529	-3.25920476298529	log.n 28	3
5.36597601502185	5.36597601502185	-3.02667018595389	-3.02667018595389	log.n 29	3
5.38449506278909	5.38449506278909	-0.989283198590717	-0.989283198590717	log.n 30	3
5.39362754635236	5.39362754635236	-0.518133184735317	-0.518133184735317	log.n 31	3
