x	y	key	tooltip	showSelected1	PANEL
10.6188092207447	7.4856350464348	log.bases.per.probe	log.bases.per.probe.thresh	10.6188092207447	5
10.6207205001521	6.17918077024615	log.bases.per.probe	log.bases.per.probe.thresh	10.6207205001521	5
10.6250808065712	6.17918077024615	log.bases.per.probe	log.bases.per.probe.thresh	10.6250808065712	5
11.658095569196	4.45482503026201	log.bases.per.probe	log.bases.per.probe.thresh	11.658095569196	5
12.6902202069001	4.45482503026201	log.bases.per.probe	log.bases.per.probe.thresh	12.6902202069001	5
12.6942688120164	6.17918077024615	log.bases.per.probe	log.bases.per.probe.thresh	12.6942688120164	5
12.7747146113588	6.17918077024615	log.bases.per.probe	log.bases.per.probe.thresh	12.7747146113588	5
12.8538994702124	7.3506976641422	log.bases.per.probe	log.bases.per.probe.thresh	12.8538994702124	5
12.8562053928237	7.3506976641422	log.bases.per.probe	log.bases.per.probe.thresh	12.8562053928237	5
12.8954195919002	7.3506976641422	log.bases.per.probe	log.bases.per.probe.thresh	12.8954195919002	5
12.975327032703	7.7892221188124	log.bases.per.probe	log.bases.per.probe.thresh	12.975327032703	5
13.0203756460408	7.61932600309748	log.bases.per.probe	log.bases.per.probe.thresh	13.0203756460408	5
13.0286054368555	6.50697413041059	log.bases.per.probe	log.bases.per.probe.thresh	13.0286054368555	5
13.0429330647357	6.50697413041059	log.bases.per.probe	log.bases.per.probe.thresh	13.0429330647357	5
13.0665981428586	6.50697413041059	log.bases.per.probe	log.bases.per.probe.thresh	13.0665981428586	5
13.090414821262	6.50697413041059	log.bases.per.probe	log.bases.per.probe.thresh	13.090414821262	5
13.1014535566124	6.50697413041059	log.bases.per.probe	log.bases.per.probe.thresh	13.1014535566124	5
13.1045090162125	6.50697413041059	log.bases.per.probe	log.bases.per.probe.thresh	13.1045090162125	5
13.1094743003138	6.50697413041059	log.bases.per.probe	log.bases.per.probe.thresh	13.1094743003138	5
13.1187624931002	6.50697413041059	log.bases.per.probe	log.bases.per.probe.thresh	13.1187624931002	5
13.1252450510952	6.50697413041059	log.bases.per.probe	log.bases.per.probe.thresh	13.1252450510952	5
13.1296385632981	6.20630325073041	log.bases.per.probe	log.bases.per.probe.thresh	13.1296385632981	5
13.1342359070766	6.20630325073041	log.bases.per.probe	log.bases.per.probe.thresh	13.1342359070766	5
13.1361317859771	6.20630325073041	log.bases.per.probe	log.bases.per.probe.thresh	13.1361317859771	5
13.1399218682861	6.20630325073041	log.bases.per.probe	log.bases.per.probe.thresh	13.1399218682861	5
13.1431674228634	7.61760008561061	log.bases.per.probe	log.bases.per.probe.thresh	13.1431674228634	5
13.1559968284758	7.61760008561061	log.bases.per.probe	log.bases.per.probe.thresh	13.1559968284758	5
13.1721085299889	7.04750855660881	log.bases.per.probe	log.bases.per.probe.thresh	13.1721085299889	5
13.1969012173851	8.04739699654453	log.bases.per.probe	log.bases.per.probe.thresh	13.1969012173851	5
13.220640197723	8.04739699654453	log.bases.per.probe	log.bases.per.probe.thresh	13.220640197723	5
13.2262916951643	8.04739699654453	log.bases.per.probe	log.bases.per.probe.thresh	13.2262916951643	5
13.2386936838472	8.04739699654453	log.bases.per.probe	log.bases.per.probe.thresh	13.2386936838472	5
13.2529728597355	8.04739699654453	log.bases.per.probe	log.bases.per.probe.thresh	13.2529728597355	5
13.2603342141953	8.04739699654453	log.bases.per.probe	log.bases.per.probe.thresh	13.2603342141953	5
13.2723821562637	8.04739699654453	log.bases.per.probe	log.bases.per.probe.thresh	13.2723821562637	5
13.283507089371	8.04739699654453	log.bases.per.probe	log.bases.per.probe.thresh	13.283507089371	5
13.2871434690356	8.04739699654453	log.bases.per.probe	log.bases.per.probe.thresh	13.2871434690356	5
13.2918522745671	8.04739699654453	log.bases.per.probe	log.bases.per.probe.thresh	13.2918522745671	5
13.2956939545344	8.04739699654453	log.bases.per.probe	log.bases.per.probe.thresh	13.2956939545344	5
13.3006753297113	8.04739699654453	log.bases.per.probe	log.bases.per.probe.thresh	13.3006753297113	5
13.3101720501114	8.04739699654453	log.bases.per.probe	log.bases.per.probe.thresh	13.3101720501114	5
13.3745281032056	8.04739699654453	log.bases.per.probe	log.bases.per.probe.thresh	13.3745281032056	5
13.4655483271887	7.61867202058992	log.bases.per.probe	log.bases.per.probe.thresh	13.4655483271887	5
13.5270927062044	7.61867202058992	log.bases.per.probe	log.bases.per.probe.thresh	13.5270927062044	5
13.5578468256479	7.61867202058992	log.bases.per.probe	log.bases.per.probe.thresh	13.5578468256479	5
13.5600235909162	7.61867202058992	log.bases.per.probe	log.bases.per.probe.thresh	13.5600235909162	5
13.5679953892622	7.61867202058992	log.bases.per.probe	log.bases.per.probe.thresh	13.5679953892622	5
13.5857649899454	7.61867202058992	log.bases.per.probe	log.bases.per.probe.thresh	13.5857649899454	5
13.6129620259783	7.61867202058992	log.bases.per.probe	log.bases.per.probe.thresh	13.6129620259783	5
13.6332490894889	8.21571719620002	log.bases.per.probe	log.bases.per.probe.thresh	13.6332490894889	5
13.6440254193657	8.21571719620002	log.bases.per.probe	log.bases.per.probe.thresh	13.6440254193657	5
13.6631360257758	8.21571719620002	log.bases.per.probe	log.bases.per.probe.thresh	13.6631360257758	5
13.6755260402751	8.21571719620002	log.bases.per.probe	log.bases.per.probe.thresh	13.6755260402751	5
13.676513530019	8.21571719620002	log.bases.per.probe	log.bases.per.probe.thresh	13.676513530019	5
13.6788304074389	8.21571719620002	log.bases.per.probe	log.bases.per.probe.thresh	13.6788304074389	5
13.6820513810004	8.21571719620002	log.bases.per.probe	log.bases.per.probe.thresh	13.6820513810004	5
13.6838381339109	8.21571719620002	log.bases.per.probe	log.bases.per.probe.thresh	13.6838381339109	5
13.6877904757736	8.21571719620002	log.bases.per.probe	log.bases.per.probe.thresh	13.6877904757736	5
13.6949200209736	8.21571719620002	log.bases.per.probe	log.bases.per.probe.thresh	13.6949200209736	5
13.7012004320094	8.21571719620002	log.bases.per.probe	log.bases.per.probe.thresh	13.7012004320094	5
13.7080342513737	8.21571719620002	log.bases.per.probe	log.bases.per.probe.thresh	13.7080342513737	5
13.7146458989158	8.21571719620002	log.bases.per.probe	log.bases.per.probe.thresh	13.7146458989158	5
13.7277910036096	8.21571719620002	log.bases.per.probe	log.bases.per.probe.thresh	13.7277910036096	5
13.7391122419845	8.21571719620002	log.bases.per.probe	log.bases.per.probe.thresh	13.7391122419845	5
13.7415315561622	8.21571719620002	log.bases.per.probe	log.bases.per.probe.thresh	13.7415315561622	5
13.7532538100591	8.21571719620002	log.bases.per.probe	log.bases.per.probe.thresh	13.7532538100591	5
13.7752701320646	8.21571719620002	log.bases.per.probe	log.bases.per.probe.thresh	13.7752701320646	5
13.7980149134727	8.21571719620002	log.bases.per.probe	log.bases.per.probe.thresh	13.7980149134727	5
13.8425037914511	8.4272217488556	log.bases.per.probe	log.bases.per.probe.thresh	13.8425037914511	5
13.8776152795826	8.4272217488556	log.bases.per.probe	log.bases.per.probe.thresh	13.8776152795826	5
13.8962707835669	8.4272217488556	log.bases.per.probe	log.bases.per.probe.thresh	13.8962707835669	5
13.9191076497234	8.4272217488556	log.bases.per.probe	log.bases.per.probe.thresh	13.9191076497234	5
13.9241888191246	8.4272217488556	log.bases.per.probe	log.bases.per.probe.thresh	13.9241888191246	5
13.9293161075	8.05853084866133	log.bases.per.probe	log.bases.per.probe.thresh	13.9293161075	5
13.9625609781345	8.05853084866133	log.bases.per.probe	log.bases.per.probe.thresh	13.9625609781345	5
14.0065771680633	8.05853084866133	log.bases.per.probe	log.bases.per.probe.thresh	14.0065771680633	5
14.0256877744734	8.05853084866133	log.bases.per.probe	log.bases.per.probe.thresh	14.0256877744734	5
14.0387604145256	8.55605149066474	log.bases.per.probe	log.bases.per.probe.thresh	14.0387604145256	5
14.0758144006024	8.55605149066474	log.bases.per.probe	log.bases.per.probe.thresh	14.0758144006024	5
14.1615569769173	8.55605149066474	log.bases.per.probe	log.bases.per.probe.thresh	14.1615569769173	5
14.3075436807361	8.55605149066474	log.bases.per.probe	log.bases.per.probe.thresh	14.3075436807361	5
14.428773444433	8.55605149066474	log.bases.per.probe	log.bases.per.probe.thresh	14.428773444433	5
-3.46142381629557	8.55605149066474	log.mad	log.mad.thresh	-3.46142381629557	6
-3.43282747291109	8.55605149066474	log.mad	log.mad.thresh	-3.43282747291109	6
-3.40517154532405	8.55605149066474	log.mad	log.mad.thresh	-3.40517154532405	6
-3.3425240529057	8.55605149066474	log.mad	log.mad.thresh	-3.3425240529057	6
-3.28690415923927	8.55605149066474	log.mad	log.mad.thresh	-3.28690415923927	6
-3.25718137605412	8.55605149066474	log.mad	log.mad.thresh	-3.25718137605412	6
-3.23007133061773	8.55605149066474	log.mad	log.mad.thresh	-3.23007133061773	6
-3.19934456195085	8.55605149066474	log.mad	log.mad.thresh	-3.19934456195085	6
-3.18268254716402	8.55605149066474	log.mad	log.mad.thresh	-3.18268254716402	6
-3.17626573633418	8.55605149066474	log.mad	log.mad.thresh	-3.17626573633418	6
